Option,Group,GroupName
Mittelwert Windrichtung,-1,Mittelwert Windrichtung
Moisture,-1,Moisture
Messung Nr.,-1,Messung Nr.
Measuring interval,-1,Measuring interval
Measurement status,-1,Measurement status
MCPTemperature,-1,MCPTemperature
Läutstärke,-1,Läutstärke
Lüftung,-1,Lüftung
M - PM1 SDS011,-1,M - PM1 SDS011
M.ü.M MPL3115A2,-1,M.ü.M MPL3115A2
Magnetkompass Differenzwinkel Geräte- Nordmarkierung zum magnetischen Nordpol,-1,Magnetkompass Differenzwinkel Geräte- Nordmarkierung zum magnetischen Nordpol
Magnifik,-1,Magnifik
Manual Mode,-1,Manual Mode
Max Wind Speed (Five Minutes),-1,Max Wind Speed (Five Minutes)
maximale Beleuchtungsstärke (im Sendeintervall),-1,maximale Beleuchtungsstärke (im Sendeintervall)
maximale rel. Luftfeuchte (im Sendeintervall),-1,maximale rel. Luftfeuchte (im Sendeintervall)
maximale Temperatur (im Sendeintervall),-1,maximale Temperatur (im Sendeintervall)
maximale Windböengeschwindigkeit,-1,maximale Windböengeschwindigkeit
maximaler Luftdruck (im Sende-Intervall),-1,maximaler Luftdruck (im Sende-Intervall)
maximaler Luftdruck (im Sendeintervall),-1,maximaler Luftdruck (im Sendeintervall)
Maximaler Lärmpegel (2.5 Minuten),-1,Maximaler Lärmpegel (2.5 Minuten)
Maximalwert der Wind- geschwindigkeit (Böe),-1,Maximalwert der Wind- geschwindigkeit (Böe)
Maximum Umgebungslautstärke (LAmax),-1,Maximum Umgebungslautstärke (LAmax)
monitorStatus,-1,monitorStatus
motion,-1,motion
Motorstrom,-1,Motorstrom
Net power,-1,Net power
Nhiệt độ không khí,-1,Nhiệt độ không khí
Nhiệt độ nước,-1,Nhiệt độ nước
Ni,-1,Ni
Niederschlag (Stunde),-1,Niederschlag (Stunde)
Niederschlag (Tag),-1,Niederschlag (Tag)
Niederschlag (total),-1,Niederschlag (total)
Niederschlag 1h,-1,Niederschlag 1h
Niederschlag 24h,-1,Niederschlag 24h
Niederschlag akt. Stunde,-1,Niederschlag akt. Stunde
Niederschlag Aktuelle Stunde,-1,Niederschlag Aktuelle Stunde
Niederschlag Detector,-1,Niederschlag Detector
Niederschlag Gestern,-1,Niederschlag Gestern
Niederschlag im Monat,-1,Niederschlag im Monat
Niederschlag letzte Stunde,-1,Niederschlag letzte Stunde
Niederschlag_Davis,-1,Niederschlag_Davis
Niederschlagsart,-1,Niederschlagsart
Niederschlagsereignis,-1,Niederschlagsereignis
Netz,-1,Netz
"nc4.0, n4.0, nc4, n4",-1,"nc4.0, n4.0, nc4, n4"
MP10,-1,MP10
"nc2.5, n2.5",-1,"nc2.5, n2.5"
MP2.5,-1,MP2.5
Müll,-1,Müll
N/A,-1,N/A
n05,-1,n05
n1,-1,n1
n10,-1,n10
n2.5,-1,n2.5
n4,-1,n4
Natężenie światła,-1,Natężenie światła
nauwkerigheid sensor,-1,nauwkerigheid sensor
Nauwkeurigheid,-1,Nauwkeurigheid
NBIoTEmpfang,-1,NBIoTEmpfang
NBIoTEmpfangProzent,-1,NBIoTEmpfangProzent
"nc0.5, n0.5, nc05, n05",-1,"nc0.5, n0.5, nc05, n05"
"nc1.0, nc1, n1.0, n1",-1,"nc1.0, nc1, n1.0, n1"
NC10,-1,NC10
"nc10, n10",-1,"nc10, n10"
Lärm,-1,Lärm
Längengrad,-1,Längengrad
Lämpötila,-1,Lämpötila
Luftdruck BMP280,-1,Luftdruck BMP280
Luftdruck Meereshöhe,-1,Luftdruck Meereshöhe
Luftdruck MPL3115A2,-1,Luftdruck MPL3115A2
Luftdruck normalisiert,-1,Luftdruck normalisiert
Luftdruck real,-1,Luftdruck real
Luftdruck relativ,-1,Luftdruck relativ
Luftdruck TV,-1,Luftdruck TV
Luftdruck Umgebung,-1,Luftdruck Umgebung
"luftdruck, druck",-1,"luftdruck, druck"
LuftdruckBME,-1,LuftdruckBME
Luftdruk,-1,Luftdruk
Luftemperatur,-1,Luftemperatur
"Luftfeinstaubkonzentration, SDS011 (PM10)",-1,"Luftfeinstaubkonzentration, SDS011 (PM10)"
"Luftfeinstaubkonzentration, SDS011 (PM2.5)",-1,"Luftfeinstaubkonzentration, SDS011 (PM2.5)"
"Luftfeinstaubkonzentration, SPS30 (PM0.5)",-1,"Luftfeinstaubkonzentration, SPS30 (PM0.5)"
"Luftfeinstaubkonzentration, SPS30 (PM10)",-1,"Luftfeinstaubkonzentration, SPS30 (PM10)"
"Luftfeinstaubkonzentration, SPS30 (PM2.5)",-1,"Luftfeinstaubkonzentration, SPS30 (PM2.5)"
Luftfeuche,-1,Luftfeuche
Luftdruck gemessen,-1,Luftdruck gemessen
Luftdruck BMP180,-1,Luftdruck BMP180
Luftfeuchte (Box),-1,Luftfeuchte (Box)
Luftdruck BMP 180,-1,Luftdruck BMP 180
Logitude,-1,Logitude
Lon,-1,Lon
Longtitude,-1,Longtitude
LORA signal,-1,LORA signal
LPG (Autogas),-1,LPG (Autogas)
Luchtvochtigheid,-1,Luchtvochtigheid
Lufdruck,-1,Lufdruck
Luftdruck (auf ca. 62 m),-1,Luftdruck (auf ca. 62 m)
Luftdruck (Cisnienie),-1,Luftdruck (Cisnienie)
Luftdruck (DPS310),-1,Luftdruck (DPS310)
Luftdruck (lokal),-1,Luftdruck (lokal)
Luftdruck (pressione),-1,Luftdruck (pressione)
Luftdruck (Sealevel),-1,Luftdruck (Sealevel)
Luftdruck (wew),-1,Luftdruck (wew)
Luftdruck / Légnyomás,-1,Luftdruck / Légnyomás
Luftdruck [Pa],-1,Luftdruck [Pa]
Luftdruck absolut,-1,Luftdruck absolut
Luftfeuche 0 (oben),-1,Luftfeuche 0 (oben)
Luftfeuchte (SHT35),-1,Luftfeuchte (SHT35)
LZ.min,-1,LZ.min
Lufttemperatur am Inn,-1,Lufttemperatur am Inn
Lufttemperatur SCD3,-1,Lufttemperatur SCD3
Lufttemperatur SCD4,-1,Lufttemperatur SCD4
Lufttemperatur unkorrigiert,-1,Lufttemperatur unkorrigiert
LufttemperaturBME,-1,LufttemperaturBME
Lufttemperature,-1,Lufttemperature
LufttemperaturSCD30,-1,LufttemperaturSCD30
Luftvolumen,-1,Luftvolumen
Luftwiderstand,-1,Luftwiderstand
Luftzfeuchtigkeit,-1,Luftzfeuchtigkeit
Lumen,-1,Lumen
Lumina,-1,Lumina
Luminosidade,-1,Luminosidade
Lutfdruck,-1,Lutfdruck
Luxmeter,-1,Luxmeter
LV+UV,-1,LV+UV
LZ.avg,-1,LZ.avg
LZ.max,-1,LZ.max
Lufttemperatur HDC,-1,Lufttemperatur HDC
Lufttemperatur 2-SHT31 Nr.2,-1,Lufttemperatur 2-SHT31 Nr.2
Luftfeuchte 2-SHT31 Nr.2,-1,Luftfeuchte 2-SHT31 Nr.2
Luftqualität PM2.5,-1,Luftqualität PM2.5
Luftfeuchte abs. (SHT31),-1,Luftfeuchte abs. (SHT31)
Luftfeuchte SCD4,-1,Luftfeuchte SCD4
LuftfeuchteBME,-1,LuftfeuchteBME
LuftfeuchteSCD30,-1,LuftfeuchteSCD30
LuftfeuchteSCD41,-1,LuftfeuchteSCD41
LuftfeuchteSHT31,-1,LuftfeuchteSHT31
Luftfeuchtigjkeit,-1,Luftfeuchtigjkeit
Luftfeuchtigkeit AM2301,-1,Luftfeuchtigkeit AM2301
Luftfeuchtigkeit HDC1080,-1,Luftfeuchtigkeit HDC1080
Luftfeuchtigkeit SFA30,-1,Luftfeuchtigkeit SFA30
Luftfeuchtigkeit SHTC1,-1,Luftfeuchtigkeit SHTC1
Luftfeuchtigkeit(Beute),-1,Luftfeuchtigkeit(Beute)
Luftfeuchtigkeit_Um,-1,Luftfeuchtigkeit_Um
LuftfeuchtigkeitBME,-1,LuftfeuchtigkeitBME
Luftfeutigkeit,-1,Luftfeutigkeit
Luftqualität,-1,Luftqualität
Luftqualität PM10,-1,Luftqualität PM10
Niederschlagsmenge,-1,Niederschlagsmenge
Niederschlagsmenge absolut,-1,Niederschlagsmenge absolut
Niederschlagsmenge heute,-1,Niederschlagsmenge heute
Open,-1,Open
Orange,-1,Orange
ORP,-1,ORP
Ortsdosisleistung,-1,Ortsdosisleistung
Outbox temperature,-1,Outbox temperature
Outdoor Humidity,-1,Outdoor Humidity
Outdoor Temp,-1,Outdoor Temp
Outdoor Temperature,-1,Outdoor Temperature
Outside Temperature,-1,Outside Temperature
Oxidation,-1,Oxidation
Oxidised,-1,Oxidised
Oxygen,-1,Oxygen
Ozon,-1,Ozon
p,-1,p
P1,-1,P1
P101,-1,P101
P2,-1,P2
P3,-1,P3
Operation mode,-1,Operation mode
Opady,-1,Opady
Panelleistung,-1,Panelleistung
offset,-1,offset
Number of Counted Birds – Streptopelia decaocto,-1,Number of Counted Birds – Streptopelia decaocto
Number of Counted Birds – Tachycineta bicolor,-1,Number of Counted Birds – Tachycineta bicolor
Number of Counted Birds – Thryomanes bewickii,-1,Number of Counted Birds – Thryomanes bewickii
Number of Counted Birds – Thryothorus ludovicianus,-1,Number of Counted Birds – Thryothorus ludovicianus
Number of Counted Birds – Toxostoma rufum,-1,Number of Counted Birds – Toxostoma rufum
Number of Counted Birds – Troglodytes aedon,-1,Number of Counted Birds – Troglodytes aedon
Number of Counted Birds – Turdus merula,-1,Number of Counted Birds – Turdus merula
Number of Counted Birds – Turdus migratorius,-1,Number of Counted Birds – Turdus migratorius
Number of Counted Birds – Zenaida asiatica,-1,Number of Counted Birds – Zenaida asiatica
Number of Counted Birds – Zenaida macroura,-1,Number of Counted Birds – Zenaida macroura
Number of Counted Birds – Zonotrichia atricapilla,-1,Number of Counted Birds – Zonotrichia atricapilla
O3,-1,O3
O3 - Ozon,-1,O3 - Ozon
O3 AE,-1,O3 AE
O3 WE,-1,O3 WE
O3 µg/m³,-1,O3 µg/m³
O3WE,-1,O3WE
P4,-1,P4
Parkplatz,-1,Parkplatz
Number of Counted Birds – Spizella passerina,-1,Number of Counted Birds – Spizella passerina
Particulate1p0SPS30,-1,Particulate1p0SPS30
ParticulateSDS011,-1,ParticulateSDS011
Pb,-1,Pb
Pdc,-1,Pdc
Pegel,-1,Pegel
Personenanzahl,-1,Personenanzahl
Pgn,-1,Pgn
Pgn_p,-1,Pgn_p
pH,-1,pH
pH AtalsScientific,-1,pH AtalsScientific
PH Stärke,-1,PH Stärke
Phenomenon: BME680 - Temperature,-1,Phenomenon: BME680 - Temperature
Phenomenon: Luftdruck,-1,Phenomenon: Luftdruck
Phenomenon: Luftfeuchte,-1,Phenomenon: Luftfeuchte
Phenomenon: Lufttemperatur,-1,Phenomenon: Lufttemperatur
Phenomenon: rel. Luftfeuchte,-1,Phenomenon: rel. Luftfeuchte
Phenomenon: Temperatur,-1,Phenomenon: Temperatur
Photoresistance,-1,Photoresistance
Particulate2.5SPS30,-1,Particulate2.5SPS30
Particulate10SPS30,-1,Particulate10SPS30
Particals PM10,-1,Particals PM10
Particulate0p5SPS30,-1,Particulate0p5SPS30
particle PM10,-1,particle PM10
particle PM2.5,-1,particle PM2.5
Particle Sensor,-1,Particle Sensor
Particles 10 µg/m³,-1,Particles 10 µg/m³
Particles 2.5 µg/m³,-1,Particles 2.5 µg/m³
Particles >0.3 µm,-1,Particles >0.3 µm
Particles >0.5,-1,Particles >0.5
Particles >10 µm,-1,Particles >10 µm
Particles >100 µm,-1,Particles >100 µm
Particles >25 µm,-1,Particles >25 µm
Particles >50 µm,-1,Particles >50 µm
Particulate Matter 10µm,-1,Particulate Matter 10µm
Particulate Matter <10.0µm concentration,-1,Particulate Matter <10.0µm concentration
particulate matter sensor,-1,particulate matter sensor
Particulate Matter Typical Size,-1,Particulate Matter Typical Size
Particulate meter PM10,-1,Particulate meter PM10
Particulate meter PM2.5,-1,Particulate meter PM2.5
Number of Counted Birds – Spizelloides arborea,-1,Number of Counted Birds – Spizelloides arborea
Number of Counted Birds – Spinus tristis,-1,Number of Counted Birds – Spinus tristis
Nitrat,-1,Nitrat
Number of Counted Birds – Accipiter cooperii,-1,Number of Counted Birds – Accipiter cooperii
Number of Counted Birds – Aphelocoma californica,-1,Number of Counted Birds – Aphelocoma californica
Number of Counted Birds – Aquila chrysaetos,-1,Number of Counted Birds – Aquila chrysaetos
Number of Counted Birds – Ardea alba,-1,Number of Counted Birds – Ardea alba
Number of Counted Birds – Ardea herodias,-1,Number of Counted Birds – Ardea herodias
Number of Counted Birds – Baeolophus bicolor,-1,Number of Counted Birds – Baeolophus bicolor
Number of Counted Birds – Bombycilla cedrorum,-1,Number of Counted Birds – Bombycilla cedrorum
Number of Counted Birds – Bubulcus ibis,-1,Number of Counted Birds – Bubulcus ibis
Number of Counted Birds – Cacatua galerita,-1,Number of Counted Birds – Cacatua galerita
Number of Counted Birds – Cardinalis cardinalis,-1,Number of Counted Birds – Cardinalis cardinalis
Number of Counted Birds – Cathartes aura,-1,Number of Counted Birds – Cathartes aura
Number of Counted Birds – Catharus guttatus,-1,Number of Counted Birds – Catharus guttatus
Number of Counted Birds – Coereba flaveola,-1,Number of Counted Birds – Coereba flaveola
Number of Counted Birds – Columba livia,-1,Number of Counted Birds – Columba livia
Number of Counted Birds – Columba palumbus,-1,Number of Counted Birds – Columba palumbus
Number of Counted Birds – Corvus brachyrhynchos,-1,Number of Counted Birds – Corvus brachyrhynchos
Number of Counted Birds – Corvus monedula,-1,Number of Counted Birds – Corvus monedula
Number of Counted Birds – Cyanistes caeruleus,-1,Number of Counted Birds – Cyanistes caeruleus
Number of Counted Birds – Anhinga anhinga,-1,Number of Counted Birds – Anhinga anhinga
Num4.0,-1,Num4.0
Number of Counted Birds – Dumetella carolinensis,-1,Number of Counted Birds – Dumetella carolinensis
Num2.5,-1,Num2.5
Nitrit,-1,Nitrit
Nitrogen Dioxide - Oxidising,-1,Nitrogen Dioxide - Oxidising
NO,-1,NO
NO2,-1,NO2
NO2 AE,-1,NO2 AE
NO2 WE,-1,NO2 WE
NO3,-1,NO3
Noise,-1,Noise
Northeast roof shingles temperature,-1,Northeast roof shingles temperature
Northwest roof shingles temperature,-1,Northwest roof shingles temperature
Notify Code,-1,Notify Code
NOx,-1,NOx
nPosts,-1,nPosts
NTC-Time,-1,NTC-Time
Num0.5,-1,Num0.5
Num1.0,-1,Num1.0
Num10,-1,Num10
Number of Counted Birds – Cyanocitta stelleri,-1,Number of Counted Birds – Cyanocitta stelleri
Number of Counted Birds – Erithacus rubecula,-1,Number of Counted Birds – Erithacus rubecula
Number of Counted Birds – Sitta pygmaea,-1,Number of Counted Birds – Sitta pygmaea
Number of Counted Birds – Passer domesticus,-1,Number of Counted Birds – Passer domesticus
Number of Counted Birds – Pelecanus occidentalis,-1,Number of Counted Birds – Pelecanus occidentalis
Number of Counted Birds – Pheucticus melanocephalus,-1,Number of Counted Birds – Pheucticus melanocephalus
Number of Counted Birds – Pica pica,-1,Number of Counted Birds – Pica pica
Number of Counted Birds – Picoides nuttallii,-1,Number of Counted Birds – Picoides nuttallii
Number of Counted Birds – Picoides pubescens,-1,Number of Counted Birds – Picoides pubescens
Number of Counted Birds – Pitangus sulphuratus,-1,Number of Counted Birds – Pitangus sulphuratus
Number of Counted Birds – Poecile atricapillus,-1,Number of Counted Birds – Poecile atricapillus
Number of Counted Birds – Poecile carolinensis,-1,Number of Counted Birds – Poecile carolinensis
Number of Counted Birds – Poecile gambeli,-1,Number of Counted Birds – Poecile gambeli
Number of Counted Birds – Poecile rufescens,-1,Number of Counted Birds – Poecile rufescens
Number of Counted Birds – Quiscalus quiscula,-1,Number of Counted Birds – Quiscalus quiscula
Number of Counted Birds – Sayornis nigricans,-1,Number of Counted Birds – Sayornis nigricans
Number of Counted Birds – Setophaga coronata,-1,Number of Counted Birds – Setophaga coronata
Number of Counted Birds – Sialia mexicana,-1,Number of Counted Birds – Sialia mexicana
Number of Counted Birds – Sialia sialis,-1,Number of Counted Birds – Sialia sialis
Number of Counted Birds – Sitta canadensis,-1,Number of Counted Birds – Sitta canadensis
Number of Counted Birds – Sitta carolinensis,-1,Number of Counted Birds – Sitta carolinensis
Number of Counted Birds – Passerina ciris,-1,Number of Counted Birds – Passerina ciris
Number of Counted Birds – Parus major,-1,Number of Counted Birds – Parus major
Number of Counted Birds – Falco sparverius,-1,Number of Counted Birds – Falco sparverius
Number of Counted Birds – Ortalis vetula,-1,Number of Counted Birds – Ortalis vetula
Number of Counted Birds – Fringilla coelebs,-1,Number of Counted Birds – Fringilla coelebs
Number of Counted Birds – Garrulus glandarius,-1,Number of Counted Birds – Garrulus glandarius
Number of Counted Birds – Gavia immer,-1,Number of Counted Birds – Gavia immer
Number of Counted Birds – Haemorhous mexicanus,-1,Number of Counted Birds – Haemorhous mexicanus
Number of Counted Birds – Haemorhous purpureus,-1,Number of Counted Birds – Haemorhous purpureus
Number of Counted Birds – Hemiphaga novaeseelandiae,-1,Number of Counted Birds – Hemiphaga novaeseelandiae
Number of Counted Birds – Hirundo rustica,-1,Number of Counted Birds – Hirundo rustica
Number of Counted Birds – Junco hyemalis,-1,Number of Counted Birds – Junco hyemalis
Number of Counted Birds – Larus heermanni,-1,Number of Counted Birds – Larus heermanni
Number of Counted Birds – Lophodytes cucullatus,-1,Number of Counted Birds – Lophodytes cucullatus
Number of Counted Birds – Loxia curvirostra,-1,Number of Counted Birds – Loxia curvirostra
Number of Counted Birds – Melanerpes carolinus,-1,Number of Counted Birds – Melanerpes carolinus
Number of Counted Birds – Meleagris gallopavo,-1,Number of Counted Birds – Meleagris gallopavo
Number of Counted Birds – Melospiza melodia,-1,Number of Counted Birds – Melospiza melodia
Number of Counted Birds – Mimus polyglottos,-1,Number of Counted Birds – Mimus polyglottos
Number of Counted Birds – Myiopsitta monachus,-1,Number of Counted Birds – Myiopsitta monachus
Number of Counted Birds – Nycticorax nycticorax,-1,Number of Counted Birds – Nycticorax nycticorax
Loft druk,-1,Loft druk
Local Atmos Pressure x 100,-1,Local Atmos Pressure x 100
Load Voltage,-1,Load Voltage
G3Temp1.0a,-1,G3Temp1.0a
G3Temp2.0a,-1,G3Temp2.0a
G3Temp2.0b,-1,G3Temp2.0b
G3UV0.0,-1,G3UV0.0
G4-atm. Luftdruck,-1,G4-atm. Luftdruck
G4-Beleuchtungsstärke,-1,G4-Beleuchtungsstärke
G4-Bodenfeuchte,-1,G4-Bodenfeuchte
G4-Bodentemperatur,-1,G4-Bodentemperatur
Gamma,-1,Gamma
Gamma Dose Rate,-1,Gamma Dose Rate
Gamma-Radiation,-1,Gamma-Radiation
Gammastrahlung,-1,Gammastrahlung
Gas NH3,-1,Gas NH3
Gas Oxidising,-1,Gas Oxidising
Gas Reducing,-1,Gas Reducing
Gas Resistance,-1,Gas Resistance
Gas usage Today (Natural),-1,Gas usage Today (Natural)
Gas VOC,-1,Gas VOC
G3Temp1.0b,-1,G3Temp1.0b
G3Temp0.5b,-1,G3Temp0.5b
gefühlte Temperatur,-1,gefühlte Temperatur
G3Temp0.5a,-1,G3Temp0.5a
G1_Luftdruck,-1,G1_Luftdruck
G1_UV,-1,G1_UV
G2 Luftdruck,-1,G2 Luftdruck
G3BodenHum-0.15,-1,G3BodenHum-0.15
G3Bodentemp,-1,G3Bodentemp
G3Hum0.0a,-1,G3Hum0.0a
G3Hum0.0b,-1,G3Hum0.0b
G3Hum0.5a,-1,G3Hum0.5a
G3Hum0.5b,-1,G3Hum0.5b
G3Hum1.0a,-1,G3Hum1.0a
G3Hum1.0b,-1,G3Hum1.0b
G3Hum2.0a,-1,G3Hum2.0a
G3Hum2.0b,-1,G3Hum2.0b
G3Licht0.0,-1,G3Licht0.0
G3QFE0.0,-1,G3QFE0.0
G3Temp0.0a,-1,G3Temp0.0a
G3Temp0.0b,-1,G3Temp0.0b
Gefahr,-1,Gefahr
gef�hlte Temperatur,-1,gef�hlte Temperatur
Füllstand Tank,-1,Füllstand Tank
GPS-Alt,-1,GPS-Alt
Green,-1,Green
Grid frequency,-1,Grid frequency
Grid voltage,-1,Grid voltage
Ground temperature (-10 cm below ground),-1,Ground temperature (-10 cm below ground)
Groundtemperature,-1,Groundtemperature
Grove - Gas sensor (O2) - Oxygen,-1,Grove - Gas sensor (O2) - Oxygen
Grove - Gas Sensor(O₂) - Oxygen,-1,Grove - Gas Sensor(O₂) - Oxygen
Grundwasserstand,-1,Grundwasserstand
Grünlandtemperatursumme,-1,Grünlandtemperatursumme
h,-1,h
H1 temperature,-1,H1 temperature
H2,-1,H2
"H2, LPG, CH4, CO, Alcohol",-1,"H2, LPG, CH4, CO, Alcohol"
H2S,-1,H2S
H2S RAW,-1,H2S RAW
H2SPG30,-1,H2SPG30
H2SVM30,-1,H2SVM30
GPS-Speed,-1,GPS-Speed
GPS long 25,-1,GPS long 25
Gehäuseinnentemperatur,-1,Gehäuseinnentemperatur
GPS Höhe,-1,GPS Höhe
Gehäusetemperatur,-1,Gehäusetemperatur
Geiger Counter,-1,Geiger Counter
Generated Energy Today,-1,Generated Energy Today
Gerätetemperatur (im Gehäuse),-1,Gerätetemperatur (im Gehäuse)
Geräuschpegel,-1,Geräuschpegel
Gesammtgewicht,-1,Gesammtgewicht
Gesamt Gewicht,-1,Gesamt Gewicht
Gesamtausstoßvolumen,-1,Gesamtausstoßvolumen
GesamthaerteLabor,-1,GesamthaerteLabor
Geschwindgkeit,-1,Geschwindgkeit
Geschwindigkeit,-1,Geschwindigkeit
Geschwindkeit,-1,Geschwindkeit
Gesendet:,-1,Gesendet:
Gewicht,-1,Gewicht
Gewitter,-1,Gewitter
Globalstrahlung,-1,Globalstrahlung
GPS,-1,GPS
G1_Licht,-1,G1_Licht
Füllstand,-1,Füllstand
HDD_temp1,-1,HDD_temp1
Erdgas,-1,Erdgas
Ethanol - C2H5OH,-1,Ethanol - C2H5OH
Ethanol C2H6OH,-1,Ethanol C2H6OH
EthanolSGP30,-1,EthanolSGP30
EthanolSVM30,-1,EthanolSVM30
Exposure,-1,Exposure
Ext humidity,-1,Ext humidity
Ext pressure,-1,Ext pressure
Ext temperature,-1,Ext temperature
Fahrrad,-1,Fahrrad
Fahrzeugdichte,-1,Fahrzeugdichte
Fahrzeuge,-1,Fahrzeuge
Fahrzeugzähler,-1,Fahrzeugzähler
Fake Sensor3,-1,Fake Sensor3
Fan,-1,Fan
Fassadentemperatur,-1,Fassadentemperatur
fCnt,-1,fCnt
Fe,-1,Fe
Estimated Savings,-1,Estimated Savings
Energy photo-voltaic inverter,-1,Energy photo-voltaic inverter
Feinstaub (number concentrations),-1,Feinstaub (number concentrations)
Energy import,-1,Energy import
Durchschnitt Lärmpegel,-1,Durchschnitt Lärmpegel
Durchschnitt Umgebungslautstärke,-1,Durchschnitt Umgebungslautstärke
Durchschnitt Umgebunslautstärke,-1,Durchschnitt Umgebunslautstärke
Dust,-1,Dust
Dust PM1.0,-1,Dust PM1.0
"Dust, temperature & humidity",-1,"Dust, temperature & humidity"
Dämmerung,-1,Dämmerung
EC,-1,EC
eCO2,-1,eCO2
Eingangsspannung,-1,Eingangsspannung
Einstrahlung,-1,Einstrahlung
Eisen,-1,Eisen
EisenLabor,-1,EisenLabor
el. Leitfähigkeit,-1,el. Leitfähigkeit
Electrical water heater temperature,-1,Electrical water heater temperature
Elektrische Leitfähigkeit,-1,Elektrische Leitfähigkeit
Energie Solarzelle,-1,Energie Solarzelle
Fehler,-1,Fehler
Feinstaub P10,-1,Feinstaub P10
Frequenz,-1,Frequenz
Feuchte DHT11 BOX3,-1,Feuchte DHT11 BOX3
Feuchte Sensirion,-1,Feuchte Sensirion
Feuchtigkeit,-1,Feuchtigkeit
Feuchtigkeit (Hochbeet),-1,Feuchtigkeit (Hochbeet)
Feuchtigkeit (Kräutergarten),-1,Feuchtigkeit (Kräutergarten)
Feuchtigkeit absolut,-1,Feuchtigkeit absolut
Fijnstof,-1,Fijnstof
Fijnstof PM10,-1,Fijnstof PM10
Fijnstof PM2.5,-1,Fijnstof PM2.5
filedData,-1,filedData
fine particles,-1,fine particles
Fire-on-off,-1,Fire-on-off
Floor 2 East room temperature,-1,Floor 2 East room temperature
Floor 2 West room temperature,-1,Floor 2 West room temperature
Formaldehyd SFA30,-1,Formaldehyd SFA30
FPS,-1,FPS
freehdd,-1,freehdd
freemem,-1,freemem
Feuchte DHT11 BOX4,-1,Feuchte DHT11 BOX4
Feuchte BOX2,-1,Feuchte BOX2
Feinstaub P2.5,-1,Feinstaub P2.5
Feuchte,-1,Feuchte
Feinstaub PM25,-1,Feinstaub PM25
Feinstaub PM4.0,-1,Feinstaub PM4.0
Feinstaub<10µm,-1,Feinstaub<10µm
Feinstaub<2.5µm,-1,Feinstaub<2.5µm
Feinstaubbelastung Pm10,-1,Feinstaubbelastung Pm10
Feinstaubbelastung Pm2.5,-1,Feinstaubbelastung Pm2.5
Feinstaubgehalt PM10,-1,Feinstaubgehalt PM10
Feinstaubgehalt PM2.5,-1,Feinstaubgehalt PM2.5
Feinstaubkonzentration <10µm,-1,Feinstaubkonzentration <10µm
"Feinstaubkonzentration <2,5µm",-1,"Feinstaubkonzentration <2,5µm"
FeinstaubPM10,-1,FeinstaubPM10
FeinstaubPM2.5,-1,FeinstaubPM2.5
Feinstaubsensor,-1,Feinstaubsensor
Feinstaubsensor PM10,-1,Feinstaubsensor PM10
Feinstaubsensor PM2.5,-1,Feinstaubsensor PM2.5
Feldstärkeindikator Sender 801kHz,-1,Feldstärkeindikator Sender 801kHz
Fensterzustand,-1,Fensterzustand
Hauptpumpe Ebbe Flut System,-1,Hauptpumpe Ebbe Flut System
Heat energy output,-1,Heat energy output
Load Power,-1,Load Power
Kompost Nutzer,-1,Kompost Nutzer
Kosteus,-1,Kosteus
Kupfer1,-1,Kupfer1
Kupfer2,-1,Kupfer2
kWh_HZ,-1,kWh_HZ
Kühlgrenztemperatur (Wet Bulb),-1,Kühlgrenztemperatur (Wet Bulb)
LA.avg,-1,LA.avg
LadenAktiv,-1,LadenAktiv
Ladestrom,-1,Ladestrom
Ladezustand,-1,Ladezustand
Ladung,-1,Ladung
LAeq,-1,LAeq
Laerm,-1,Laerm
Lagerstand,-1,Lagerstand
LAmax,-1,LAmax
LAmin,-1,LAmin
Laufzeit,-1,Laufzeit
Lautstärke(Volk),-1,Lautstärke(Volk)
korrigierte Himmelstemperatur,-1,korrigierte Himmelstemperatur
Kohlenmonoxid,-1,Kohlenmonoxid
LC.avg,-1,LC.avg
Kohlendioxyd,-1,Kohlendioxyd
Intensität der ultravioletten Strahlung,-1,Intensität der ultravioletten Strahlung
Ionizing radiation,-1,Ionizing radiation
IoT1,-1,IoT1
IoT2,-1,IoT2
IoT3,-1,IoT3
IoT4,-1,IoT4
IoT5,-1,IoT5
Iso-butane - C4H10,-1,Iso-butane - C4H10
J0,-1,J0
J1,-1,J1
J2,-1,J2
J3,-1,J3
Kabelfühler,-1,Kabelfühler
Kalibrierungswert,-1,Kalibrierungswert
Kalibrierungswert (BME680),-1,Kalibrierungswert (BME680)
Kapazität,-1,Kapazität
Kein Wert,-1,Kein Wert
Lautstärkesensor,-1,Lautstärkesensor
LC.max,-1,LC.max
Intensity Liquid,-1,Intensity Liquid
Lichtintesität,-1,Lichtintesität
Lichtstaerke,-1,Lichtstaerke
Lichtstärke,-1,Lichtstärke
Light (East),-1,Light (East)
Light (South),-1,Light (South)
Light (West),-1,Light (West)
Light sensor,-1,Light sensor
Light UV A,-1,Light UV A
Light Value,-1,Light Value
Light VIS,-1,Light VIS
light visible,-1,light visible
Lightning Distance,-1,Lightning Distance
lightvalue,-1,lightvalue
livello batteria,-1,livello batteria
Living room temperature,-1,Living room temperature
lng,-1,lng
load avg 15,-1,load avg 15
Load Current,-1,Load Current
Lichtpegel,-1,Lichtpegel
Lichtintensität,-1,Lichtintensität
LC.min,-1,LC.min
Licht-Stärke,-1,Licht-Stärke
